,product name,ratings,reviews,helpful,date,,asin,target,text
2660,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Very good.

",0,"June 9, 2019",,B06X9T1Y3F,p,"

  Very good.

"
2661,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Great product to add to your healthy vitamin regimen. Helos with inflammation.

",0,"February 8, 2019",,B06X9T1Y3F,p,"

  Great product to add to your healthy vitamin regimen. Helos with inflammation.

"
2662,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Just happy

",0,"June 26, 2019",,B06X9T1Y3F,p,"

  Just happy

"
2663,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Have used this for almost a year now. Great product. I have bursitis in my hip and this helps keep me moving

",1,"December 5, 2019",,B06X9T1Y3F,p,"

  Have used this for almost a year now. Great product. I have bursitis in my hip and this helps keep me moving

"
2664,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I take this daily for inflammation in my knees. It does work!

",2,"April 5, 2018",,B06X9T1Y3F,p,"

  I take this daily for inflammation in my knees. It does work!

"
2665,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I did not use them for pain relief.  They are just added to my supplement medication.  Planning on re-ordering>

",0,"April 11, 2020",,B06X9T1Y3F,p,"

  I did not use them for pain relief.  They are just added to my supplement medication.  Planning on re-ordering>

"
2666,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Fast shipping,good price. Have been using this brand for a year now

",0,"January 19, 2020",,B06X9T1Y3F,p,"

  Fast shipping,good price. Have been using this brand for a year now

"
2667,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  My doctor recommended Turmeric for my hip joint pain. This product brand has been extremely helpful! Thank you!

",0,"June 4, 2020",,B06X9T1Y3F,n,"

  My doctor recommended Turmeric for my hip joint pain. This product brand has been extremely helpful! Thank you!

"
2668,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I have less joint pain, so the pills are effective. I felt the difference only after one dose. I complain about the swallowing because I have difficulty with any large pill. Other than that I will be repurchasing this product.

",0,"April 30, 2020",,B06X9T1Y3F,p,"

  I have less joint pain, so the pills are effective. I felt the difference only after one dose. I complain about the swallowing because I have difficulty with any large pill. Other than that I will be repurchasing this product.

"
2669,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Regular.

",0,"June 18, 2019",,B06X9T1Y3F,p,"

  Regular.

"
2670,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Very good for the price. Thanks

",0,"April 4, 2020",,B06X9T1Y3F,p,"

  Very good for the price. Thanks

"
2671,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I am using this product to help joint pain.

",0,"May 6, 2020",,B06X9T1Y3F,p,"

  I am using this product to help joint pain.

"
2672,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Easy to take, A good dosage. And I take a second dose in the afternoon. Great for immunity.

",0,"August 11, 2020",,B06X9T1Y3F,p,"

  Easy to take, A good dosage. And I take a second dose in the afternoon. Great for immunity.

"
2673,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Love my Tumeric!

",0,"August 18, 2019",,B06X9T1Y3F,p,"

  Love my Tumeric!

"
2674,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Great product with a reasonable price.

",0,"October 30, 2019",,B06X9T1Y3F,p,"

  Great product with a reasonable price.

"
2675,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Really happy with this product. I get mild arthritis in a couple joints and this turmeric really seems to help

",0,"October 2, 2020",,B06X9T1Y3F,p,"

  Really happy with this product. I get mild arthritis in a couple joints and this turmeric really seems to help

"
2676,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Good vitamin to take daily

",0,"April 21, 2020",,B06X9T1Y3F,p,"

  Good vitamin to take daily

"
2677,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I like this brand I ordered  this again yes

",0,"May 10, 2020",,B06X9T1Y3F,p,"

  I like this brand I ordered  this again yes

"
2678,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Taste awful,only used a few weeks,seems to help

",0,"January 6, 2019",,B06X9T1Y3F,p,"

  Taste awful,only used a few weeks,seems to help

"
2679,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Great product

",0,"March 4, 2019",,B06X9T1Y3F,p,"

  Great product

"
2680,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  Is perfect!!, Good Quality and easy to swallow

",0,"August 27, 2020",,B06X9T1Y3F,n,"

  Is perfect!!, Good Quality and easy to swallow

"
2681,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Works great

",0,"March 8, 2020",,B06X9T1Y3F,p,"

  Works great

"
2682,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Love Turmeric!!!

",2,"June 7, 2018",,B06X9T1Y3F,p,"

  Love Turmeric!!!

"
2683,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I would like to think it’s working....no definite results after one year!

",0,"March 6, 2020",,B06X9T1Y3F,p,"

  I would like to think it’s working....no definite results after one year!

"
2684,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This has greatly helped struth my inflammation in my arthritic knee, which reduces the pain and increases mobility.

",1,"October 26, 2019",,B06X9T1Y3F,p,"

  This has greatly helped struth my inflammation in my arthritic knee, which reduces the pain and increases mobility.

"
2685,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  So far l like the product wish there was a one a day pill

",1,"April 27, 2019",,B06X9T1Y3F,p,"

  So far l like the product wish there was a one a day pill

"
2686,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  As expected.

",1,"April 20, 2019",,B06X9T1Y3F,p,"

  As expected.

"
2687,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  No problems with the product, no joint pains or inflammation now.  thank you!

",1,"July 21, 2020",,B06X9T1Y3F,p,"

  No problems with the product, no joint pains or inflammation now.  thank you!

"
2688,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I really appreciate how this product is made without fillers or soy products.

",1,"May 15, 2019",,B06X9T1Y3F,p,"

  I really appreciate how this product is made without fillers or soy products.

"
2689,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Very good for inflammations .

",0,"December 26, 2018",,B06X9T1Y3F,p,"

  Very good for inflammations .

"
2690,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I really like this brand. I have bought many different kinds and this one I have noticed results!

",2,"September 17, 2018",,B06X9T1Y3F,p,"

  I really like this brand. I have bought many different kinds and this one I have noticed results!

"
2691,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Good especially the price

",0,"July 26, 2019",,B06X9T1Y3F,p,"

  Good especially the price

"
2692,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I can't see any effect on me.

",0,"February 19, 2019",,B06X9T1Y3F,p,"

  I can't see any effect on me.

"
2693,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  Turmeric is a hidden treasure when it comes to arthritis!

",0,"February 22, 2020",,B06X9T1Y3F,n,"

  Turmeric is a hidden treasure when it comes to arthritis!

"
2694,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Product is fine.  I tale 6/day to get to about 4 grams...

",0,"May 7, 2019",,B06X9T1Y3F,p,"

  Product is fine.  I tale 6/day to get to about 4 grams...

"
2695,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I have been taking this for about two weeks. It took a day or two,but since then I have had little to none joint pain. So thankful for this product.  I did check with my doctor first for medicine interaction.

",0,"March 24, 2020",,B06X9T1Y3F,p,"

  I have been taking this for about two weeks. It took a day or two,but since then I have had little to none joint pain. So thankful for this product.  I did check with my doctor first for medicine interaction.

"
2696,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Had it on Subscribe and Save , but was told no longer available. Wish I could get it.

",0,"May 26, 2020",,B06X9T1Y3F,p,"

  Had it on Subscribe and Save , but was told no longer available. Wish I could get it.

"
2697,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I have severe inflammation in my back I take one at night one in AM they really help me get out of bed with less pain!

",0,"November 21, 2019",,B06X9T1Y3F,p,"

  I have severe inflammation in my back I take one at night one in AM they really help me get out of bed with less pain!

"
2698,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Arrived intact and earlier than originally stated.  Thank you.

",1,"April 17, 2020",,B06X9T1Y3F,p,"

  Arrived intact and earlier than originally stated.  Thank you.

"
2699,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I have been using this for years, It does ease some chronic pain.

",0,"January 17, 2019",,B06X9T1Y3F,p,"

  I have been using this for years, It does ease some chronic pain.

"
2700,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Trying

",0,"June 21, 2019",,B06X9T1Y3F,p,"

  Trying

"
2701,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Healthy anti inflammatory and natural.

",0,"October 3, 2020",,B06X9T1Y3F,p,"

  Healthy anti inflammatory and natural.

"
2702,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Helps headaches

",0,"April 24, 2020",,B06X9T1Y3F,p,"

  Helps headaches

"
2703,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  The product is very effective.  Before taking the product I was suffering with a pain in my arms.  Since I started taking the product the pain has gone.  I was surprised how quick it made effect in my body.  Great product!

",0,"October 7, 2020",,B06X9T1Y3F,p,"

  The product is very effective.  Before taking the product I was suffering with a pain in my arms.  Since I started taking the product the pain has gone.  I was surprised how quick it made effect in my body.  Great product!

"
2704,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Cannot tell a difference after 2 months.

",0,"February 19, 2019",,B06X9T1Y3F,p,"

  Cannot tell a difference after 2 months.

"
2705,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Really helps with my inflammation!

",0,"November 28, 2018",,B06X9T1Y3F,p,"

  Really helps with my inflammation!

"
2706,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  like these

",1,"March 26, 2018",,B06X9T1Y3F,n,"

  like these

"
2707,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Great supplements!

",2,"March 14, 2018",,B06X9T1Y3F,p,"

  Great supplements!

"
2708,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  My pain level with inflammation has gone done with this product.  Don't know what I would do without it!  Works well with the meloxicam my primary prescribed for me.

",0,"September 19, 2020",,B06X9T1Y3F,p,"

  My pain level with inflammation has gone done with this product.  Don't know what I would do without it!  Works well with the meloxicam my primary prescribed for me.

"
2709,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I have horrible sciatic pain & since I've been taking these it has helped reduce the pain tremendously.

",1,"April 3, 2020",,B06X9T1Y3F,p,"

  I have horrible sciatic pain & since I've been taking these it has helped reduce the pain tremendously.

"
2710,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Honestly worked better than I expected. Kinda like taking 2 ibuprofen. Hard to swallow and smells really bad, but I can deal with that for the benefits!

",0,"October 23, 2019",,B06X9T1Y3F,p,"

  Honestly worked better than I expected. Kinda like taking 2 ibuprofen. Hard to swallow and smells really bad, but I can deal with that for the benefits!

"
2711,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Very good product.! Can only manage turmeric in capsule form.

",1,"November 20, 2019",,B06X9T1Y3F,p,"

  Very good product.! Can only manage turmeric in capsule form.

"
2712,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Awesome

",2,"January 30, 2018",,B06X9T1Y3F,p,"

  Awesome

"
2713,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  health issues, hoping it works

",0,"February 23, 2019",,B06X9T1Y3F,p,"

  health issues, hoping it works

"
2714,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I've read a lot about Tumeric and Curcumin helping with joint pain.  I decided to give it a try, but it didn't work for me.  I took it as recommended.  May not work for everyone.

",0,"March 9, 2019",,B06X9T1Y3F,p,"

  I've read a lot about Tumeric and Curcumin helping with joint pain.  I decided to give it a try, but it didn't work for me.  I took it as recommended.  May not work for everyone.

"
2715,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Relieved my joint pain

",1,"March 3, 2020",,B06X9T1Y3F,p,"

  Relieved my joint pain

"
2716,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This product is awesome.  My stomach no longer aches and reduces intestinal spasms.  Thank you manufacturer.

",1,"July 20, 2019",,B06X9T1Y3F,p,"

  This product is awesome.  My stomach no longer aches and reduces intestinal spasms.  Thank you manufacturer.

"
2717,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  My husband has been taking it for 2 weeks now and he thinks it is working some. Need to take it for 30 days before you can really tell.

",0,"May 20, 2019",,B06X9T1Y3F,p,"

  My husband has been taking it for 2 weeks now and he thinks it is working some. Need to take it for 30 days before you can really tell.

"
2718,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Excellent product and very healthy

",0,"November 4, 2019",,B06X9T1Y3F,p,"

  Excellent product and very healthy

"
2719,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  Great product - arrived on time.

",2,"November 7, 2018",,B06X9T1Y3F,n,"

  Great product - arrived on time.

"
2720,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Great Product and price!

",0,"April 24, 2019",,B06X9T1Y3F,p,"

  Great Product and price!

"
2721,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Works well for inflammation

",0,"February 18, 2019",,B06X9T1Y3F,p,"

  Works well for inflammation

"
2722,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Best turmeric I’ve found!

",0,"December 24, 2019",,B06X9T1Y3F,p,"

  Best turmeric I’ve found!

"
2723,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Helps with sciatic nerve pain will reorder again

",1,"March 30, 2018",,B06X9T1Y3F,p,"

  Helps with sciatic nerve pain will reorder again

"
2724,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Wasn't sure it helped,much until I ran out and didn't take it for a few weeks. My knees protested greatly. Won't run out again.

",0,"June 5, 2020",,B06X9T1Y3F,p,"

  Wasn't sure it helped,much until I ran out and didn't take it for a few weeks. My knees protested greatly. Won't run out again.

"
2725,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",3,"

  The price has been change since the last time I bought it. Not sure why it change again .

",3,"September 29, 2017",,B06X9T1Y3F,n,"

  The price has been change since the last time I bought it. Not sure why it change again .

"
2726,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It really stops the pain in the joints. I will definitely purchase again. I will also recommend to others

",0,"September 16, 2020",,B06X9T1Y3F,p,"

  It really stops the pain in the joints. I will definitely purchase again. I will also recommend to others

"
2727,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  A+

",0,"July 17, 2019",,B06X9T1Y3F,p,"

  A+

"
2728,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It is stronger than the brand I used before so don't have to take as much  this is my second bottle and I noticed my arthritis is not so painful so I can move easy

",0,"April 23, 2020",,B06X9T1Y3F,p,"

  It is stronger than the brand I used before so don't have to take as much  this is my second bottle and I noticed my arthritis is not so painful so I can move easy

"
2729,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It works

",0,"September 6, 2019",,B06X9T1Y3F,p,"

  It works

"
2730,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I don't know if it is working, but I do feel great when I take all of my vitamins.

",1,"July 19, 2017",,B06X9T1Y3F,p,"

  I don't know if it is working, but I do feel great when I take all of my vitamins.

"
2731,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  ***AAA***Fast shipping-as described

",0,"September 17, 2019",,B06X9T1Y3F,p,"

  ***AAA***Fast shipping-as described

"
2732,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  So far this turmeric is working very well.  I will be ordering more.

",0,"May 6, 2020",,B06X9T1Y3F,n,"

  So far this turmeric is working very well.  I will be ordering more.

"
2733,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Works as described . I use the product for joint stiffness .

",0,"July 23, 2020",,B06X9T1Y3F,p,"

  Works as described . I use the product for joint stiffness .

"
2734,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",2,"

  yes it works

",0,"March 6, 2020",,B06X9T1Y3F,n,"

  yes it works

"
2735,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Tumeric is a Godsend

",1,"December 18, 2017",,B06X9T1Y3F,p,"

  Tumeric is a Godsend

"
2736,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It arrived at time.

",1,"May 14, 2020",,B06X9T1Y3F,p,"

  It arrived at time.

"
2737,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Paid for 180 count pills. Received 60 count. Delivery was late!

",0,"October 16, 2019",,B06X9T1Y3F,p,"

  Paid for 180 count pills. Received 60 count. Delivery was late!

"
2738,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",3,"

  this is the real stuff

",0,"July 16, 2020",,B06X9T1Y3F,n,"

  this is the real stuff

"
