,product name,ratings,reviews,helpful,date,,asin,target,text
1845,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Everyone say they love it so I use it at least 2 to 3 times a week. Smells normal to me though. I will be buying it again

",0,"March 15, 2016",,B000P22TIY,p,"

  Everyone say they love it so I use it at least 2 to 3 times a week. Smells normal to me though. I will be buying it again

"
1846,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells great!

",0,"January 23, 2020",,B000P22TIY,p,"

  Smells great!

"
1847,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  VERY GOOD VALUE AND THE SMELL  LAST ALL DAY.

",0,"September 22, 2017",,B000P22TIY,p,"

  VERY GOOD VALUE AND THE SMELL  LAST ALL DAY.

"
1848,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Great value!!!! Great price!!! Getting ready to reorder. Again!!!

",0,"November 4, 2019",,B000P22TIY,n,"

  Great value!!!! Great price!!! Getting ready to reorder. Again!!!

"
1849,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells good.

",0,"February 2, 2019",,B000P22TIY,p,"

  Smells good.

"
1850,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It really smells good

",0,"December 18, 2019",,B000P22TIY,p,"

  It really smells good

"
1851,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love it

",0,"January 8, 2019",,B000P22TIY,p,"

  Love it

"
1852,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This product was a gift for my husband.  I like through way it smells on him.

",0,"February 25, 2020",,B000P22TIY,p,"

  This product was a gift for my husband.  I like through way it smells on him.

"
1853,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Scent is fine. Just doesn't last, at all.

",0,"August 4, 2019",,B000P22TIY,p,"

  Scent is fine. Just doesn't last, at all.

"
1854,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very nice smell, my boyfriend loved it, and I love it on him. It is somewhat strong (I have a very sensitive sense of smell), so 1-2 sprays are enough / just right. It is a nice smell and is long-lasting.

",0,"February 19, 2015",,B000P22TIY,p,"

  Very nice smell, my boyfriend loved it, and I love it on him. It is somewhat strong (I have a very sensitive sense of smell), so 1-2 sprays are enough / just right. It is a nice smell and is long-lasting.

"
1855,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I usually don't buy this stuff online as I haven't smelled it but I took a chance - wow - great stuff - not too heavy - not too overpowering - nice, subtle. I'm glad I took a chance and purchased this.

",0,"January 15, 2013",,B000P22TIY,p,"

  I usually don't buy this stuff online as I haven't smelled it but I took a chance - wow - great stuff - not too heavy - not too overpowering - nice, subtle. I'm glad I took a chance and purchased this.

"
1856,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells amazing

",0,"June 28, 2018",,B000P22TIY,p,"

  Smells amazing

"
1857,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells good , decent for the cost

",0,"March 19, 2020",,B000P22TIY,p,"

  Smells good , decent for the cost

"
1858,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  the smell makes me calm, I like it for some dramatic occasions.

",0,"February 27, 2020",,B000P22TIY,p,"

  the smell makes me calm, I like it for some dramatic occasions.

"
1859,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I would recommend the Nautica ""Blue"" over this cologne (I purchased both). Others may find this fragrance appealing; would be better if it was sweeter, IMO.

",0,"March 10, 2016",,B000P22TIY,p,"

  I would recommend the Nautica ""Blue"" over this cologne (I purchased both). Others may find this fragrance appealing; would be better if it was sweeter, IMO.

"
1860,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Such a great deal the size of this thing is big.. I love this scent and can't wait to gift this to the bf tomorrow :)

",0,"December 7, 2018",,B000P22TIY,p,"

  Such a great deal the size of this thing is big.. I love this scent and can't wait to gift this to the bf tomorrow :)

"
1861,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Great value! Smells fantastic on my 30-y.o. Hubby

",0,"June 25, 2019",,B000P22TIY,n,"

  Great value! Smells fantastic on my 30-y.o. Hubby

"
1862,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  A+

",0,"July 23, 2018",,B000P22TIY,p,"

  A+

"
1863,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very good for everyday use An smells great an last long

",0,"October 22, 2019",,B000P22TIY,p,"

  Very good for everyday use An smells great an last long

"
1864,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Really nice scent. Clean and crisp. I saw it at Boston Store and it was over $60.00.

",1,"February 22, 2016",,B000P22TIY,n,"

  Really nice scent. Clean and crisp. I saw it at Boston Store and it was over $60.00.

"
1865,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This scent is so amazing.  It's clean and fresh and I absolutely love it.

",0,"January 11, 2020",,B000P22TIY,p,"

  This scent is so amazing.  It's clean and fresh and I absolutely love it.

"
1866,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Do not buy. Terrible smell

",0,"June 7, 2020",,B000P22TIY,p,"

  Do not buy. Terrible smell

"
1867,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love this! The smell is really good! I bought it for my father and he loves it! Plus the price is great!

",0,"December 14, 2019",,B000P22TIY,p,"

  I love this! The smell is really good! I bought it for my father and he loves it! Plus the price is great!

"
1868,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Order arrived before Christmas and was exactly what I expected. Great value for your money

",0,"December 25, 2019",,B000P22TIY,p,"

  Order arrived before Christmas and was exactly what I expected. Great value for your money

"
1869,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  GReat!!

",0,"March 27, 2020",,B000P22TIY,p,"

  GReat!!

"
1870,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  one of the best !Test it and you will be in love....

",0,"June 15, 2017",,B000P22TIY,p,"

  one of the best !Test it and you will be in love....

"
1871,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I've been ordering my cologne here for a couple years and never have an issue.

",0,"February 12, 2020",,B000P22TIY,p,"

  I've been ordering my cologne here for a couple years and never have an issue.

"
1872,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Suggested I give as a Christmas gift and the receiver was very happy with it.

",0,"January 29, 2017",,B000P22TIY,p,"

  Suggested I give as a Christmas gift and the receiver was very happy with it.

"
1873,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I like the scent and use it daily for work. Its not too strong where it would offend your coworkers but its light at the end of day. When my wife hugs me after work she can still smell it on my shirt.

",0,"December 4, 2012",,B000P22TIY,p,"

  I like the scent and use it daily for work. Its not too strong where it would offend your coworkers but its light at the end of day. When my wife hugs me after work she can still smell it on my shirt.

"
1874,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  As always.

",0,"March 19, 2018",,B000P22TIY,n,"

  As always.

"
1875,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great!!! I recommend.

",0,"October 2, 2020",,B000P22TIY,p,"

  Great!!! I recommend.

"
1876,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Be manSmells good

",0,"January 12, 2020",,B000P22TIY,p,"

  Be manSmells good

"
1877,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Fresh citrus smell

",0,"December 16, 2019",,B000P22TIY,n,"

  Fresh citrus smell

"
1878,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Gift

",0,"February 15, 2020",,B000P22TIY,p,"

  Gift

"
1879,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Un olor muy bueno, no muy fuerte y eso está muy bien

",0,"December 15, 2019",,B000P22TIY,p,"

  Un olor muy bueno, no muy fuerte y eso está muy bien

"
1880,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Not as expected

",0,"December 28, 2019",,B000P22TIY,p,"

  Not as expected

"
1881,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great product. you should totally buy!

",0,"December 31, 2017",,B000P22TIY,p,"

  Great product. you should totally buy!

"
1882,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Was a gift for my nephew.  He said he enjoyed it.  His wife liked it.

",0,"November 23, 2019",,B000P22TIY,p,"

  Was a gift for my nephew.  He said he enjoyed it.  His wife liked it.

"
1883,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Last all day and smells amazing. I always get asked what cologne I'm wearing because it smells so good especially for the price.

",0,"May 2, 2019",,B000P22TIY,p,"

  Last all day and smells amazing. I always get asked what cologne I'm wearing because it smells so good especially for the price.

"
1884,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  AWESOME!!! I loves this cologne and wear it every day. Super price and shipped super fast!!!!

",0,"October 10, 2016",,B000P22TIY,p,"

  AWESOME!!! I loves this cologne and wear it every day. Super price and shipped super fast!!!!

"
1885,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It's just something about the smell of this that makes a women wanna know everything about you, I'm always getting complimented on it a and then ""well you know the rest

",0,"July 27, 2017",,B000P22TIY,p,"

  It's just something about the smell of this that makes a women wanna know everything about you, I'm always getting complimented on it a and then ""well you know the rest

"
1886,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Scent does not last long at all

",0,"May 5, 2020",,B000P22TIY,p,"

  Scent does not last long at all

"
1887,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Good and long lasting smell

",0,"December 21, 2019",,B000P22TIY,n,"

  Good and long lasting smell

"
1888,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Didn’t realize it was a knock off and when i opened the box the cologne had a UFO (unidentified floating object ) inside

",0,"December 2, 2019",,B000P22TIY,p,"

  Didn’t realize it was a knock off and when i opened the box the cologne had a UFO (unidentified floating object ) inside

"
1889,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Don’t buy smells gross like a cheap cologne from Walgreens !

",0,"February 24, 2020",,B000P22TIY,p,"

  Don’t buy smells gross like a cheap cologne from Walgreens !

"
1890,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Get compliments every time I wear it. Not too overpowering.

",1,"September 15, 2016",,B000P22TIY,p,"

  Get compliments every time I wear it. Not too overpowering.

"
1891,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I like the scent.

",0,"May 23, 2019",,B000P22TIY,p,"

  I like the scent.

"
1892,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  An average scent, nothing really unique about it

",0,"February 19, 2020",,B000P22TIY,p,"

  An average scent, nothing really unique about it

"
1893,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Siempre lo he comprado muy buena fragancia.

",0,"August 26, 2020",,B000P22TIY,p,"

  Siempre lo he comprado muy buena fragancia.

"
1894,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Buen perfume, es suave

",0,"August 19, 2018",,B000P22TIY,p,"

  Buen perfume, es suave

"
1895,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Luved the fragrance

",0,"August 9, 2020",,B000P22TIY,p,"

  Luved the fragrance

"
1896,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Cheaper than anywhere

",0,"March 2, 2020",,B000P22TIY,p,"

  Cheaper than anywhere

"
1897,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Please trust me, this is duplicate.. Smells so horrible, please buy it genuine and do not get embarrassed.

",1,"June 11, 2016",,B000P22TIY,p,"

  Please trust me, this is duplicate.. Smells so horrible, please buy it genuine and do not get embarrassed.

"
1898,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It arrived with a loose stem and is useless.It is a non-returnable item and I’m stuck with some thing I never got to use. Sucks!

",0,"January 29, 2020",,B000P22TIY,p,"

  It arrived with a loose stem and is useless.It is a non-returnable item and I’m stuck with some thing I never got to use. Sucks!

"
1899,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells very nice just have to do a couple more sprays than normal because it’s not very strong.

",0,"March 13, 2020",,B000P22TIY,p,"

  Smells very nice just have to do a couple more sprays than normal because it’s not very strong.

"
1900,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Aromatic fragrance and lasts long

",0,"October 2, 2019",,B000P22TIY,n,"

  Aromatic fragrance and lasts long

"
1901,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  fresh smell

",0,"February 28, 2018",,B000P22TIY,p,"

  fresh smell

"
1902,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  love scent and design of bottle

",0,"August 25, 2019",,B000P22TIY,p,"

  love scent and design of bottle

"
1903,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I recommend

",0,"August 31, 2019",,B000P22TIY,p,"

  I recommend

"
1904,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  not as rich as a winter cologne, if colognes have seasons. I would put this in a summer category. Citrus, and masculine. I always get complements on it.

",3,"March 15, 2013",,B000P22TIY,p,"

  not as rich as a winter cologne, if colognes have seasons. I would put this in a summer category. Citrus, and masculine. I always get complements on it.

"
1905,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Muy buen olor, exelenta para regalo

",0,"July 30, 2020",,B000P22TIY,p,"

  Muy buen olor, exelenta para regalo

"
1906,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Ok for the price

",0,"January 31, 2020",,B000P22TIY,p,"

  Ok for the price

"
1907,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Un clasico, duradero y exelente precio

",0,"June 9, 2019",,B000P22TIY,p,"

  Un clasico, duradero y exelente precio

"
1908,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Great fragrance. I switch colognes routinely during the week and have received all positive comments on the Nautica Voyage. I work in an office and it is not an over powering fragrance. A+.

",0,"December 25, 2015",,B000P22TIY,n,"

  Great fragrance. I switch colognes routinely during the week and have received all positive comments on the Nautica Voyage. I work in an office and it is not an over powering fragrance. A+.

"
1909,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Lasts longer than expected. Highly recommended

",0,"August 8, 2020",,B000P22TIY,p,"

  Lasts longer than expected. Highly recommended

"
1910,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  No, me gustó para nada, creo que es falso.

",0,"August 25, 2020",,B000P22TIY,p,"

  No, me gustó para nada, creo que es falso.

"
1911,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  $14 great smell

",0,"May 11, 2020",,B000P22TIY,p,"

  $14 great smell

"
1912,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Bought in 2016 and has lasted me to 2017!

",0,"October 12, 2017",,B000P22TIY,p,"

  Bought in 2016 and has lasted me to 2017!

"
1913,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells great

",0,"December 30, 2019",,B000P22TIY,n,"

  Smells great

"
1914,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Is ok

",0,"March 29, 2018",,B000P22TIY,p,"

  Is ok

"
1915,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Wanted to write this review because this definitely has too many high reviews for the smell. It does not smell manly, it smells like my grandmother.

",0,"February 18, 2015",,B000P22TIY,p,"

  Wanted to write this review because this definitely has too many high reviews for the smell. It does not smell manly, it smells like my grandmother.

"
1916,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Olor y duración

",0,"October 31, 2019",,B000P22TIY,p,"

  Olor y duración

"
1917,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Smells great but doesn’t last long enough.

",0,"October 4, 2019",,B000P22TIY,n,"

  Smells great but doesn’t last long enough.

"
1918,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The smell is amazing

",0,"June 22, 2020",,B000P22TIY,p,"

  The smell is amazing

"
1919,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love this cologne.  It has a fresh, lasting scent.  The price cant be beat either.  It a particularly good scent for spring and summer.

",0,"January 14, 2016",,B000P22TIY,p,"

  I love this cologne.  It has a fresh, lasting scent.  The price cant be beat either.  It a particularly good scent for spring and summer.

"
1920,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  great price and love the smell!!!!!

",0,"October 10, 2017",,B000P22TIY,p,"

  great price and love the smell!!!!!

"
1921,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is fresh very good scent which you can wear itI like the freshness its give good confidence the scent is good and not very high price thanks Amazon and the seller and company of this perfume makers.

",0,"February 2, 2016",,B000P22TIY,p,"

  This is fresh very good scent which you can wear itI like the freshness its give good confidence the scent is good and not very high price thanks Amazon and the seller and company of this perfume makers.

"
1922,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells sooo good. Love it!

",0,"December 25, 2019",,B000P22TIY,p,"

  Smells sooo good. Love it!

"
1923,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The price was right but I question it's authenticity. I purchased a previous bottle at a retailer, it was very good but cost 3x what I paid on Amazon. Only two sprays and had many compliments on the scent.  This version I use 3 sprays and it doesn't seem to match what I remember. Caution to those that ate looking for the real deal.

",0,"January 31, 2017",,B000P22TIY,p,"

  The price was right but I question it's authenticity. I purchased a previous bottle at a retailer, it was very good but cost 3x what I paid on Amazon. Only two sprays and had many compliments on the scent.  This version I use 3 sprays and it doesn't seem to match what I remember. Caution to those that ate looking for the real deal.

"
1924,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Great smell

",0,"July 17, 2019",,B000P22TIY,p,"

  Great smell

"
1925,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Masculine, fresh out of the shower smell, durable. For the price, aint nothing better than this. The best work cologne I have had tasted.

",1,"August 31, 2014",,B000P22TIY,p,"

  Masculine, fresh out of the shower smell, durable. For the price, aint nothing better than this. The best work cologne I have had tasted.

"
1926,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  best man cologne out there

",0,"October 20, 2018",,B000P22TIY,n,"

  best man cologne out there

"
1927,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This isn't a heavenly smell cologne, but at least it is somewhat cheap, but I don't encourage you to buy a big perfume bottle like this one, since you will have to stick to it for a very long time.

",0,"October 25, 2012",,B000P22TIY,p,"

  This isn't a heavenly smell cologne, but at least it is somewhat cheap, but I don't encourage you to buy a big perfume bottle like this one, since you will have to stick to it for a very long time.

"
1928,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Loved it the minute I opened the package. Clean, light citrus scent. Not overpowering!

",0,"February 10, 2020",,B000P22TIY,n,"

  Loved it the minute I opened the package. Clean, light citrus scent. Not overpowering!

"
1929,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It was the perfect gift. And the was so attractive

",0,"May 19, 2019",,B000P22TIY,p,"

  It was the perfect gift. And the was so attractive

"
1930,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Matches my expectations

",0,"December 6, 2017",,B000P22TIY,p,"

  Matches my expectations

"
1931,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I bought this for my husband as a Fathers Day gift and it smells wonderful on him!

",0,"July 15, 2019",,B000P22TIY,p,"

  I bought this for my husband as a Fathers Day gift and it smells wonderful on him!

"
1932,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Don't buy this on Amazon. I received a terrible fake from them, it was diluted with water. They did refund me.After, I picked this up from a ROSS nearby, and like it. The scent is very pleasing and just a smooth, inoffensive fragrance. It does give off the slightly masculine vibe of being near the coast. It's a good aquatic. 3 stars on real version.

",4,"May 5, 2017",,B000P22TIY,p,"

  Don't buy this on Amazon. I received a terrible fake from them, it was diluted with water. They did refund me.After, I picked this up from a ROSS nearby, and like it. The scent is very pleasing and just a smooth, inoffensive fragrance. It does give off the slightly masculine vibe of being near the coast. It's a good aquatic. 3 stars on real version.

"
1933,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  it smells nice not to over powering

",0,"July 19, 2020",,B000P22TIY,p,"

  it smells nice not to over powering

"
1934,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This was a Birthday gift for my husband and boy does this smell good. Highly recommended

",0,"March 6, 2017",,B000P22TIY,p,"

  This was a Birthday gift for my husband and boy does this smell good. Highly recommended

"
1935,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Package was good , no leakage ; good scent for warm weather, smells like a fresh sea-breeze, good for summer and beacher or a hot morning

",0,"June 30, 2015",,B000P22TIY,n,"

  Package was good , no leakage ; good scent for warm weather, smells like a fresh sea-breeze, good for summer and beacher or a hot morning

"
1936,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It's not going to knock off your socks, but for the price you cant beat it.

",0,"June 21, 2019",,B000P22TIY,p,"

  It's not going to knock off your socks, but for the price you cant beat it.

"
1937,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It's really surprising that it's smells so good with that price

",0,"June 21, 2019",,B000P22TIY,p,"

  It's really surprising that it's smells so good with that price

"
1938,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Found this in a local cologne store at an outrageously high price, I looked on here and see it for about 30.00 cheaper. I love it personally!

",0,"December 14, 2019",,B000P22TIY,p,"

  Found this in a local cologne store at an outrageously high price, I looked on here and see it for about 30.00 cheaper. I love it personally!

"
1939,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells great/fresh

",0,"June 8, 2020",,B000P22TIY,n,"

  Smells great/fresh

"
1940,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Compared it to his empty bottle that I bought from Sephora, 100% the same product.

",0,"December 8, 2016",,B000P22TIY,p,"

  Compared it to his empty bottle that I bought from Sephora, 100% the same product.

"
1941,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Rotational alternate cologne with girlfriend approval.  Lasts about 8 hours on me and has the Girlfriend Approval rating.  Not much more to say there.

",0,"December 19, 2014",,B000P22TIY,p,"

  Rotational alternate cologne with girlfriend approval.  Lasts about 8 hours on me and has the Girlfriend Approval rating.  Not much more to say there.

"
1942,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Tiene una buena fijación en el cuerpo

",0,"July 11, 2019",,B000P22TIY,n,"

  Tiene una buena fijación en el cuerpo

"
1943,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good !!! Exelent five stars ✨

",0,"December 24, 2018",,B000P22TIY,p,"

  Good !!! Exelent five stars ✨

"
1944,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Scent is amazing and lasts for long.

",0,"March 20, 2020",,B000P22TIY,p,"

  Scent is amazing and lasts for long.

"
1945,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great cologne! I received a legit nautical voyage not like the other reviews saying they received a fake! Nautica voyage is a clean smelling cologne that lasts all day. I highly recommend it to anyone for everyday use, you can't beat it!

",0,"November 29, 2016",,B000P22TIY,p,"

  Great cologne! I received a legit nautical voyage not like the other reviews saying they received a fake! Nautica voyage is a clean smelling cologne that lasts all day. I highly recommend it to anyone for everyday use, you can't beat it!

"
1946,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I didn't like it at all, used it once and threw it away.

",0,"January 12, 2019",,B000P22TIY,p,"

  I didn't like it at all, used it once and threw it away.

"
1947,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  El mejor de la nautica

",0,"August 1, 2019",,B000P22TIY,p,"

  El mejor de la nautica

"
1948,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  not bad for the price

",0,"February 21, 2018",,B000P22TIY,p,"

  not bad for the price

"
1949,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Loved this fresh scent.

",0,"December 11, 2019",,B000P22TIY,n,"

  Loved this fresh scent.

"
1950,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Riquísimo,  de encaje perfecto y duradero.

",0,"July 14, 2018",,B000P22TIY,p,"

  Riquísimo,  de encaje perfecto y duradero.

"
1951,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love it

",0,"October 6, 2019",,B000P22TIY,p,"

  Love it

"
1952,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I used nautical voyage for years love it!

",0,"August 4, 2017",,B000P22TIY,n,"

  I used nautical voyage for years love it!

"
1953,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I loved it and so did he and I’ll be purchasing more

",0,"September 22, 2019",,B000P22TIY,p,"

  I loved it and so did he and I’ll be purchasing more

"
1954,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells great

",0,"August 20, 2020",,B000P22TIY,p,"

  Smells great

"
1955,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  love the smell

",0,"May 15, 2018",,B000P22TIY,p,"

  love the smell

"
1956,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  you get what you paid for.this fragrance doesn't last too long.it begins to wear off quickly after 30 minutes.dont' expect too much!bought it right here on amazon.com

",0,"February 6, 2013",,B000P22TIY,p,"

  you get what you paid for.this fragrance doesn't last too long.it begins to wear off quickly after 30 minutes.dont' expect too much!bought it right here on amazon.com

"
1957,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great cologne and received in a timely manner

",0,"February 4, 2020",,B000P22TIY,p,"

  Great cologne and received in a timely manner

"
1958,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Like the crisp scent

",0,"February 8, 2020",,B000P22TIY,p,"

  Like the crisp scent

"
1959,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  My boyfriend loves this scent so much & the price is well worth it ❤️

",0,"August 5, 2020",,B000P22TIY,p,"

  My boyfriend loves this scent so much & the price is well worth it ❤️

"
