,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
1407,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These masks are very comfortable and you are not able to blow a candle out when wearing them, so I am pleased with the thickness of them.  The small kid size for my 12 year old daughter and the medium size fit my 15 year old daughter and me, a petite woman.

",0,24-Sep-20,,p,"

  These masks are very comfortable and you are not able to blow a candle out when wearing them, so I am pleased with the thickness of them.  The small kid size for my 12 year old daughter and the medium size fit my 15 year old daughter and me, a petite woman.

"
1408,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  As a teacher, I’ve struggled to find a mask that was comfortable to wear while teaching in person classes. But these are perfect! They are light weight and I feel like I can breathe in them. I’ve bought three more packs.

",0,14-Sep-20,,n,"

  As a teacher, I’ve struggled to find a mask that was comfortable to wear while teaching in person classes. But these are perfect! They are light weight and I feel like I can breathe in them. I’ve bought three more packs.

"
1409,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Yes!!!! These masks are literally everything. Comfortable and BREATHABLE it feels like mesh. All cloth masks I’ve had are so hard to breathe in but these are awesome. Best mask I have ever purchased by far.

",0,27-Jul-20,,p,"

  Yes!!!! These masks are literally everything. Comfortable and BREATHABLE it feels like mesh. All cloth masks I’ve had are so hard to breathe in but these are awesome. Best mask I have ever purchased by far.

"
1410,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These are easy on the ears and VERY breathable! Extremely pleased with my purchase! I used the measurement guide to find what size to purchase and the fit was perfect! Two thumbs up!

",0,29-Jul-20,,p,"

  These are easy on the ears and VERY breathable! Extremely pleased with my purchase! I used the measurement guide to find what size to purchase and the fit was perfect! Two thumbs up!

"
1411,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Fits very well not tight at all.  Great for people who have large face and head.  Very breathable.

",0,24-Jul-20,,p,"

  Fits very well not tight at all.  Great for people who have large face and head.  Very breathable.

"
1412,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These are very comfortable. They don't fog up my glasses which makes them all the more comfortable. I did buy another set and probably will buy more in the future.

",0,25-Jul-20,,p,"

  These are very comfortable. They don't fog up my glasses which makes them all the more comfortable. I did buy another set and probably will buy more in the future.

"
1413,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I ordered these for my children to wear at school.  They are durable and comfortable. I would recommend them to anyone and will probably buy more if masks are required the entire school year.

",0,21-Sep-20,,p,"

  I ordered these for my children to wear at school.  They are durable and comfortable. I would recommend them to anyone and will probably buy more if masks are required the entire school year.

"
1414,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Disappointed. I got these thinking they would be easier to breathe in than the traditional disposable, but it’s actually the opposite. I think there’s something missing in the design. It’s hard to breathe in.

",0,4-Sep-20,,p,"

  Disappointed. I got these thinking they would be easier to breathe in than the traditional disposable, but it’s actually the opposite. I think there’s something missing in the design. It’s hard to breathe in.

"
1415,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Thin material. Not safe, but comfortable

",0,28-Jul-20,,p,"

  Thin material. Not safe, but comfortable

"
1416,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Liked the softness and breathability.

",0,17-Aug-20,,p,"

  Liked the softness and breathability.

"
1417,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Finally found a mask that we easy enough to breathe through.  Also fits my big head,  lol.

",1,25-Jul-20,,p,"

  Finally found a mask that we easy enough to breathe through.  Also fits my big head,  lol.

"
1418,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Finally found a mask that fits my husband. Covers his nose and mouth without being too tight around his ears. It’s very comfortable. He has to wear a mask at work all day long, so comfort is important.

",0,10-Aug-20,,p,"

  Finally found a mask that fits my husband. Covers his nose and mouth without being too tight around his ears. It’s very comfortable. He has to wear a mask at work all day long, so comfort is important.

"
1419,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  These masks fit perfectly over my big face.  Cover from my nose bridge and below my jaw bone.  The straps do not hurt your ears, even after wearing for around 10 hours at my job.  Will buy some more for a complete week set.

",0,26-Aug-20,,n,"

  These masks fit perfectly over my big face.  Cover from my nose bridge and below my jaw bone.  The straps do not hurt your ears, even after wearing for around 10 hours at my job.  Will buy some more for a complete week set.

"
1420,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Amazing purchase! I have no regrets except that I should of ordered more. Now I have to wait a day. This is what I needed and wanted to the fine point.

",0,7-Oct-20,,p,"

  Amazing purchase! I have no regrets except that I should of ordered more. Now I have to wait a day. This is what I needed and wanted to the fine point.

"
1421,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  I got the large and it fits comfortably and breathable from testing it out.

",0,16-Sep-20,,n,"

  I got the large and it fits comfortably and breathable from testing it out.

"
1422,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Affordable masks that don't look too clinical but are still comfortable

",0,17-Sep-20,,p,"

  Affordable masks that don't look too clinical but are still comfortable

"
1423,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Adjusts to just the right fit and covers all the necessary areas with three layers of fabric but still breathable.

",0,6-Sep-20,,p,"

  Adjusts to just the right fit and covers all the necessary areas with three layers of fabric but still breathable.

"
1424,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Not very happy with my second purchase. The first time I bought them they fit right. The second time they are huge. Probably won’t buy them again from here

",0,21-Sep-20,,p,"

  Not very happy with my second purchase. The first time I bought them they fit right. The second time they are huge. Probably won’t buy them again from here

"
1425,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  NOT FOR GLASSES WEARERS. Fogs up my glasses with every breath.

",0,18-Sep-20,,p,"

  NOT FOR GLASSES WEARERS. Fogs up my glasses with every breath.

"
1426,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Very nice mask!  Would be 5 starts, but my glasses do get fogged at times.

",0,26-Jul-20,,p,"

  Very nice mask!  Would be 5 starts, but my glasses do get fogged at times.

"
1427,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",3,"

  Finally I found the perfect mask for me great quality and washes well.

",0,10-Jun-20,,n,"

  Finally I found the perfect mask for me great quality and washes well.

"
1428,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Perfect, easy to breath, lite weight, very good coverage.

",0,9-Jul-20,,p,"

  Perfect, easy to breath, lite weight, very good coverage.

"
1429,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  The face covering is not as comfortable as described.

",0,12-Aug-20,,p,"

  The face covering is not as comfortable as described.

"
1430,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  My husband and I find these breathable and soft

",0,11-Jun-20,,p,"

  My husband and I find these breathable and soft

"
1431,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Ordered medium and they were too big.  Didn’t order small because they were noted as being kids.

",0,29-Aug-20,,p,"

  Ordered medium and they were too big.  Didn’t order small because they were noted as being kids.

"
1432,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  Awesome product very comfortable. Very pleased.

",0,26-Jun-20,,n,"

  Awesome product very comfortable. Very pleased.

"
1433,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  I bought these for my teenager daughter to have a breathable mask to play volleyball and she loves it! she says it works better than the standard face mask we been using due to COVID-19. I use it too and I love it too. Soft and breathable.

",0,3-Aug-20,,p,"

  I bought these for my teenager daughter to have a breathable mask to play volleyball and she loves it! she says it works better than the standard face mask we been using due to COVID-19. I use it too and I love it too. Soft and breathable.

"
1434,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Very comfortable masks. Soft and stretchy. Easy to breathe through.

",0,3-Aug-20,,p,"

  Very comfortable masks. Soft and stretchy. Easy to breathe through.

"
1435,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  The best mask I’ve gotten so far. Fits comfortably and stays on my face unlike others. I even like the reusable, sturdy packet it came in. Oh yeah!

",0,10-Oct-20,,p,"

  The best mask I’ve gotten so far. Fits comfortably and stays on my face unlike others. I even like the reusable, sturdy packet it came in. Oh yeah!

"
1436,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",2,"

  Tried other masks for Tae Kwon Do workouts, this is the best so far by remaining breathable even when working hard.

",0,19-Sep-20,,n,"

  Tried other masks for Tae Kwon Do workouts, this is the best so far by remaining breathable even when working hard.

"
1437,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Extremely comfortable and great face coverage... I have a beard and I guess a larger face where most masks feel too small or stretch my ears.. This mask is extremely comfortable and covers my entire nose, mouth, chin and beard area.. Worth the money

",0,17-Aug-20,,p,"

  Extremely comfortable and great face coverage... I have a beard and I guess a larger face where most masks feel too small or stretch my ears.. This mask is extremely comfortable and covers my entire nose, mouth, chin and beard area.. Worth the money

"
1438,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Breathable and comfortable

",0,29-Aug-20,,p,"

  Breathable and comfortable

"
1439,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",3,"

  Very comfortable and easy to breath in.

",0,26-Jul-20,,n,"

  Very comfortable and easy to breath in.

"
1440,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Tight for a fat adult man, very well made! Fits my son perfect, I would buy the xtra large next time for myself.

",0,28-Jul-20,,p,"

  Tight for a fat adult man, very well made! Fits my son perfect, I would buy the xtra large next time for myself.

"
1441,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Good product for children.

",0,3-Sep-20,,p,"

  Good product for children.

"
1442,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  I really like these because of three different sizes with their sizing guide it a piece of cake

",0,20-Jul-20,,n,"

  I really like these because of three different sizes with their sizing guide it a piece of cake

"
1443,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Otherwise it appears to be good quality.  Thicker than I'd like, washes fine.

",0,11-Sep-20,,p,"

  Otherwise it appears to be good quality.  Thicker than I'd like, washes fine.

"
1444,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  My daughter’s elementary school ordered these for all the kids. They fit the face well. The ear-loops are long but we used 2 rubber bands from her bracelet making kit, and it worked just fine.

",0,28-Sep-20,,p,"

  My daughter’s elementary school ordered these for all the kids. They fit the face well. The ear-loops are long but we used 2 rubber bands from her bracelet making kit, and it worked just fine.

"
1445,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  Hard to breathe through

",0,10-Sep-20,,n,"

  Hard to breathe through

"
1446,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I love these masks. They do shrink in the wash and dryer. I originally bought the blue and then after a few weeks purchased the white. They are so comfortable and do not touch your mouth. I highly recommend them.

",0,13-Sep-20,,p,"

  I love these masks. They do shrink in the wash and dryer. I originally bought the blue and then after a few weeks purchased the white. They are so comfortable and do not touch your mouth. I highly recommend them.

"
1447,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  As advertised. Better vertical dimension than others I have tried, but still could stand another 1/2 "". Would be better with a nose wire for glasses fogging. Gets really swampy inside after a while.

",0,26-Jul-20,,p,"

  As advertised. Better vertical dimension than others I have tried, but still could stand another 1/2 "". Would be better with a nose wire for glasses fogging. Gets really swampy inside after a while.

"
1448,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Very well made, comfortable and as described.

",0,29-Jul-20,,p,"

  Very well made, comfortable and as described.

"
1449,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Not the most breathable

",0,1-Sep-20,,p,"

  Not the most breathable

"
1450,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Fits just right with glasses, not extremely breath restrictive, and passes all the tests. This might be the only mask I purchase.

",0,23-Sep-20,,p,"

  Fits just right with glasses, not extremely breath restrictive, and passes all the tests. This might be the only mask I purchase.

"
1451,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Nice comfortable mask

",0,7-Sep-20,,p,"

  Nice comfortable mask

"
1452,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Really like these.  Easy to breathe, comfortable and fit well.  I like the shape as it raises at the nose and doesn't cover my checks.

",0,29-Jul-20,,p,"

  Really like these.  Easy to breathe, comfortable and fit well.  I like the shape as it raises at the nose and doesn't cover my checks.

"
1453,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Perfect masks. Soft materials. Ear loops very comfortable and don't pull on the ears. Gives full coverage including the nose with a good seal on all borders. Sizing chart is right on. They wash and hang dry well retaining original shape. They breathe well and don't muffle my voice. Will definitely buy more.

",0,24-Aug-20,,p,"

  Perfect masks. Soft materials. Ear loops very comfortable and don't pull on the ears. Gives full coverage including the nose with a good seal on all borders. Sizing chart is right on. They wash and hang dry well retaining original shape. They breathe well and don't muffle my voice. Will definitely buy more.

"
1454,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Comfortable fit, durable, machine washable.

",0,18-Aug-20,,p,"

  Comfortable fit, durable, machine washable.

"
1455,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  The masks are exactly what I expected.  They are good quality and they arrived early.  I am very satisfied.

",0,1-Oct-20,,p,"

  The masks are exactly what I expected.  They are good quality and they arrived early.  I am very satisfied.

"
1456,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Very well made design is comfortable !

",0,13-Jul-20,,p,"

  Very well made design is comfortable !

"
1457,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  It was a bit small for a medium. Fortunately, it fits at chin level.

",0,30-Sep-20,,p,"

  It was a bit small for a medium. Fortunately, it fits at chin level.

"
1458,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  These worked great.

",0,7-Sep-20,,n,"

  These worked great.

"
1459,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  While I could wear the one size fit all they where never really comfortable.  These fit great and are much easier to wear for longer periods of time, without being to loose.

",0,8-Sep-20,,p,"

  While I could wear the one size fit all they where never really comfortable.  These fit great and are much easier to wear for longer periods of time, without being to loose.

"
1460,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  This mask is very, very, comfortable and breathable.  I hand washed and lad flat on a towelto dry and dried quickly.  Also comfortable fit on the face and cover the nose to under thechin nicely.  I ordered another set of 3 to have on hand.

",0,25-Jul-20,,p,"

  This mask is very, very, comfortable and breathable.  I hand washed and lad flat on a towelto dry and dried quickly.  Also comfortable fit on the face and cover the nose to under thechin nicely.  I ordered another set of 3 to have on hand.

"
1461,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Works great

",0,4-Oct-20,,p,"

  Works great

"
1462,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Fit me just right I have a big head and fits nicely

",0,26-Aug-20,,p,"

  Fit me just right I have a big head and fits nicely

"
1463,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I have bought outer mask face mask very uncomfortable tight around the mouth. These are comfortable and can breath with it on. Thank You for making mask for big heads

",0,7-Jul-20,,p,"

  I have bought outer mask face mask very uncomfortable tight around the mouth. These are comfortable and can breath with it on. Thank You for making mask for big heads

"
1464,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Extremely breathable, comfortable, and stylish

",0,16-Aug-20,,p,"

  Extremely breathable, comfortable, and stylish

"
1465,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  sticks right onto your face and doesn't slide around. Nice and snug but not tight on my ears at all. super soft and can breath right through the fabric! Perfect.

",0,27-Jul-20,,p,"

  sticks right onto your face and doesn't slide around. Nice and snug but not tight on my ears at all. super soft and can breath right through the fabric! Perfect.

"
1466,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These masks are great. Comfy, stylish, and affordable. They work as good or even better than a standard mask but shine in their comfort and style. No complaints whatsoever.

",0,11-Sep-20,,p,"

  These masks are great. Comfy, stylish, and affordable. They work as good or even better than a standard mask but shine in their comfort and style. No complaints whatsoever.

"
1467,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Shrank in the wash.

",0,26-Sep-20,,p,"

  Shrank in the wash.

"
1468,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Like tge wat they fit, feel and look. Wish there were more colirs!

",0,4-Sep-20,,p,"

  Like tge wat they fit, feel and look. Wish there were more colirs!

"
1469,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  needed for covid

",0,17-Sep-20,,p,"

  needed for covid

"
1470,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These mask are comfortable, sized perfect, washable and very soft! Very happy with my purchase! I got the medium and probably could have worn a small but the medium fits fine!

",0,26-Aug-20,,p,"

  These mask are comfortable, sized perfect, washable and very soft! Very happy with my purchase! I got the medium and probably could have worn a small but the medium fits fine!

"
1471,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  Comfortable and great fit

",0,14-Aug-20,,n,"

  Comfortable and great fit

"
1472,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Works well

",0,5-Oct-20,,p,"

  Works well

"
1473,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Fits very well on my large face and my beard.  Not very hot in the Florida weather.  Makes wearing outside bearable

",0,29-Aug-20,,p,"

  Fits very well on my large face and my beard.  Not very hot in the Florida weather.  Makes wearing outside bearable

"
1474,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Up side: These masks are comfortable and breathable.Downside: After 1-1/2 months of daily use, hand washing and line drying, the ear bands of one mask broke, and the other two are already showing signs of wear and tear.  I guess this mask is not made for everyday wear and tear.

",0,9-Sep-20,,p,"

  Up side: These masks are comfortable and breathable.Downside: After 1-1/2 months of daily use, hand washing and line drying, the ear bands of one mask broke, and the other two are already showing signs of wear and tear.  I guess this mask is not made for everyday wear and tear.

"
1475,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  works fine

",0,9-Oct-20,,p,"

  works fine

"
1476,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Nice for guys with beards

",0,20-Aug-20,,p,"

  Nice for guys with beards

"
1477,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",3,"

  Great mask, very comfortable but paid and ordered the 3 pack but instead got only 2 mask on the package. Otherwise would give 5 stars

",0,25-Aug-20,,n,"

  Great mask, very comfortable but paid and ordered the 3 pack but instead got only 2 mask on the package. Otherwise would give 5 stars

"
1478,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  These are great masks for children. I got them for my 5 year old grandson who is big for his age. They are soft and comfortable and he does not mind wearing them.  I have ordered 3 packages. I highly recommend them.

",0,16-Aug-20,,n,"

  These are great masks for children. I got them for my 5 year old grandson who is big for his age. They are soft and comfortable and he does not mind wearing them.  I have ordered 3 packages. I highly recommend them.

"
1479,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  It is very soft & comfortable. It is a little thicker than I wanted, but it works well. It fits right, but can be hot when working.

",0,3-Aug-20,,p,"

  It is very soft & comfortable. It is a little thicker than I wanted, but it works well. It fits right, but can be hot when working.

"
1480,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  This is the most comfortable mask I've found

",0,28-Aug-20,,p,"

  This is the most comfortable mask I've found

"
1481,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Very comfortable and flex well

",0,16-Aug-20,,p,"

  Very comfortable and flex well

"
